,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes,Sh,SoT,PK,PKatt,Saves,CS,Nation,xG,xGA,Venue Num,target
149,2021-03-28,20:45,WCQ,First round,Sun,Home,W,1,0,Lithuania,69.0,,Granit Xhaka,3-4-1-2,Mattias Gestranius,Match Report,,21.0,9.0,0,0,1.0,1,Switzerland,,,1,3.0
212,2021-03-30,20:45,WCQ,First round,Tue,Home,W,3,0,Malta,67.0,,Domagoj Vida,4-2-3-1,Lionel Tschudi,Match Report,,15.0,6.0,1,1,1.0,1,Croatia,,,1,3.0
136,2021-03-30,20:45,WCQ,First round,Tue,Home,W,8,0,Belarus,68.0,,Jan Vertonghen,3-4-3,Donatas Rumšas,Match Report,,21.0,15.0,0,0,0.0,1,Belgium,,,1,3.0
2,2021-03-30,20:45,WCQ,First round,Tue,Away,W,7,0,Gibraltar,80.0,335.0,Georginio Wijnaldum,4-3-3,João Pinheiro,Match Report,,35.0,16.0,0,0,0.0,1,Netherlands,,,2,3.0
266,2021-03-30,20:45,WCQ,First round,Tue,Away,W,3,1,Luxembourg,57.0,,Cristiano Ronaldo,4-3-3,Sergey Ivanov,Match Report,,20.0,11.0,0,0,0.0,0,Portugal,,,2,3.0
116,2021-03-30,20:45,WCQ,First round,Tue,Home,W,3,0,Malta,67.0,,Domagoj Vida,4-2-3-1,Lionel Tschudi,Match Report,,15.0,6.0,1,1,1.0,1,Croatia,,,1,3.0
179,2021-03-30,20:45,WCQ,First round,Tue,Away,W,3,1,Luxembourg,57.0,,Cristiano Ronaldo,4-3-3,Sergey Ivanov,Match Report,,20.0,11.0,0,0,0.0,0,Portugal,,,2,3.0
232,2021-03-30,20:45,WCQ,First round,Tue,Away,W,7,0,Gibraltar,80.0,335.0,Georginio Wijnaldum,4-3-3,João Pinheiro,Match Report,,35.0,16.0,0,0,0.0,1,Netherlands,,,2,3.0
345,2021-03-30,20:45,WCQ,First round,Tue,Home,W,8,0,Belarus,68.0,,Jan Vertonghen,3-4-3,Donatas Rumšas,Match Report,,21.0,15.0,0,0,0.0,1,Belgium,,,1,3.0
165,2021-03-30,20:00,WCQ,First round,Tue,Away,W,2,1,Azerbaijan,67.0,,Dušan Tadić,3-4-3,Roi Reinshreiber,Match Report,,18.0,7.0,0,0,1.0,0,Serbia,,,2,3.0
374,2021-03-30,20:00,WCQ,First round,Tue,Away,W,2,1,Azerbaijan,67.0,,Dušan Tadić,3-4-3,Roi Reinshreiber,Match Report,,18.0,7.0,0,0,1.0,0,Serbia,,,2,3.0
311,2021-03-31,19:45,WCQ,First round,Wed,Away,L,1.0,2.0,England,37.0,,Kamil Glik,3-4-3,Björn Kuipers,Match Report,,4.0,1.0,0,0,2.0,0,Poland,,,2,1.0
359,2021-03-31,20:45,WCQ,First round,Wed,Away,W,4,0,Austria,48.0,,Simon Kjær,4-4-1-1,Artur Dias,Match Report,,11.0,6.0,0,0,0.0,1,Denmark,,,2,3.0
54,2021-03-31,20:45,WCQ,First round,Wed,Away,W,1,0,Bosnia & Herz'na,56.0,,Hugo Lloris,4-4-2,Daniele Orsato,Match Report,,13.0,2.0,0,0,2.0,1,France,,,2,3.0
249,2021-03-31,19:45,WCQ,First round,Wed,Home,W,2,1,Poland,63.0,,Harry Kane,4-3-3,Björn Kuipers,Match Report,,10.0,4.0,1,1,0.0,0,England,,,1,3.0
86,2021-03-31,20:45,WCQ,First round,Wed,Home,W,3,1,Kosovo,81.0,,Sergio Busquets,4-3-3,Jakob Kehlet,Match Report,,24.0,11.0,0,0,0.0,0,Spain,,,1,3.0
19,2021-03-31,19:45,WCQ,First round,Wed,Home,W,2,1,Poland,63.0,,Harry Kane,4-3-3,Björn Kuipers,Match Report,,10.0,4.0,1,1,0.0,0,England,,,1,3.0
329,2021-03-31,20:45,WCQ,First round,Wed,Home,L,1,2,N. Macedonia,70.0,,İlkay Gündoğan,4-3-3,Sergey Karasev,Match Report,,11.0,2.0,1,1,1.0,0,Germany,,,1,1.0
297,2021-03-31,20:45,WCQ,First round,Wed,Home,W,3,1,Kosovo,81.0,,Sergio Busquets,4-3-3,Jakob Kehlet,Match Report,,24.0,11.0,0,0,0.0,0,Spain,,,1,3.0
195,2021-03-31,20:45,WCQ,First round,Wed,Away,W,1,0,Bosnia & Herz'na,56.0,,Hugo Lloris,4-4-2,Daniele Orsato,Match Report,,13.0,2.0,0,0,2.0,1,France,,,2,3.0
71,2021-03-31,20:45,WCQ,First round,Wed,Away,W,4,0,Austria,48.0,,Simon Kjær,4-4-1-1,Artur Dias,Match Report,,11.0,6.0,0,0,0.0,1,Denmark,,,2,3.0
36,2021-03-31,19:45,WCQ,First round,Wed,Away,L,1.0,2.0,England,37.0,,Kamil Glik,3-4-3,Björn Kuipers,Match Report,,4.0,1.0,0,0,2.0,0,Poland,,,2,1.0
100,2021-03-31,20:45,WCQ,First round,Wed,Home,L,1,2,N. Macedonia,70.0,,İlkay Gündoğan,4-3-3,Sergey Karasev,Match Report,,11.0,2.0,1,1,1.0,0,Germany,,,1,1.0
340,2021-06-11,21:00,UEFA Euro,Group stage,Fri,Neutral,W,3,0,Türkiye,64.0,12916.0,Giorgio Chiellini,4-3-3,Danny Makkelie,Match Report,,24.0,8.0,0,0,0.0,1,Italy,1.9,0.6,3,3.0
306,2021-06-12,22:00,UEFA Euro,Group stage,Sat,Neutral,W,3,0,Russia,66.0,26264.0,Jan Vertonghen,3-4-3,Antonio Matéu Lahoz,Match Report,,9.0,4.0,0,0,1.0,1,Belgium,1.4,0.3,3,3.0
122,2021-06-12,18:00,UEFA Euro,Group stage,Sat,Neutral,L,0,1,Finland,69.0,13790.0,Simon Kjær,4-3-3,Anthony Taylor,Match Report,,21.0,5.0,0,1,0.0,0,Denmark,1.8,0.3,3,1.0
106,2021-06-12,17:00,UEFA Euro,Group stage,Sat,Neutral,D,1,1,Wales,64.0,8782.0,Granit Xhaka,3-4-1-2,Clément Turpin,Match Report,,18.0,4.0,0,0,1.0,0,Switzerland,2.1,0.4,3,2.0
262,2021-06-13,19:00,UEFA Euro,Group stage,Sun,Neutral,W,3,1,N. Macedonia,62.0,9082.0,David Alaba,3-1-4-2,Andreas Ekberg,Match Report,,10.0,6.0,0,0,1.0,0,Austria,2.0,0.6,3,3.0
152,2021-06-13,14:00,UEFA Euro,Group stage,Sun,Neutral,L,0,1,England,51.0,18497.0,Luka Modrić,4-3-3,Daniele Orsato,Match Report,,8.0,2.0,0,0,1.0,0,Croatia,0.4,1.5,3,1.0
91,2021-06-13,21:00,UEFA Euro,Group stage,Sun,Neutral,W,3,2,Ukraine,62.0,15837.0,Georginio Wijnaldum,3-4-1-2,Felix Brych,Match Report,,15.0,7.0,0,0,3.0,0,Netherlands,1.5,0.5,3,3.0
28,2021-06-13,21:00,UEFA Euro,Group stage,Sun,Neutral,L,2,3,Netherlands,38.0,15837.0,Andriy Yarmolenko,4-3-3,Felix Brych,Match Report,,7.0,5.0,0,0,4.0,0,Ukraine,0.5,1.5,3,1.0
10,2021-06-13,14:00,UEFA Euro,Group stage,Sun,Neutral,W,1,0,Croatia,49.0,18497.0,Harry Kane,4-3-3,Daniele Orsato,Match Report,,8.0,2.0,0,0,2.0,1,England,1.5,0.4,3,3.0
325,2021-06-14,14:00,UEFA Euro,Group stage,Mon,Neutral,L,0,2,Czechia,57.0,9847.0,Andrew Robertson,3-5-2,Daniel Siebert,Match Report,,19.0,4.0,0,0,5.0,0,Scotland,1.9,1.1,3,1.0
168,2021-06-14,17:00,UEFA Euro,Group stage,Mon,Neutral,W,2,1,Poland,42.0,12862.0,Marek Hamšík,4-2-3-1,Ovidiu Hațegan,Match Report,,11.0,2.0,0,0,2.0,0,Slovakia,0.4,1.4,3,3.0
247,2021-06-14,17:00,UEFA Euro,Group stage,Mon,Neutral,L,1,2,Slovakia,58.0,12862.0,Robert Lewandowski,3-1-4-2,Ovidiu Hațegan,Match Report,,17.0,3.0,0,0,1.0,0,Poland,1.4,0.4,3,1.0
198,2021-06-14,21:00,UEFA Euro,Group stage,Mon,Neutral,D,0,0,Sweden,84.0,10559.0,Jordi Alba,4-3-3,Slavko Vinčič,Match Report,,17.0,5.0,0,0,0.0,1,Spain,2.3,1.2,3,2.0
217,2021-06-14,21:00,UEFA Euro,Group stage,Mon,Neutral,D,0,0,Spain,16.0,10559.0,Sebastian Larsson,4-4-2,Slavko Vinčič,Match Report,,4.0,0.0,0,0,5.0,1,Sweden,1.2,2.3,3,2.0
278,2021-06-15,21:00,UEFA Euro,Group stage,Tue,Neutral,W,1,0,Germany,39.0,13000.0,Hugo Lloris,4-3-3,Carlos del Cerro,Match Report,,4.0,1.0,0,0,1.0,1,France,0.3,0.9,3,3.0
45,2021-06-15,18:00,UEFA Euro,Group stage,Tue,Neutral,W,3,0,Hungary,69.0,55662.0,Cristiano Ronaldo,4-2-3-1,Cüneyt Çakιr,Match Report,,10.0,6.0,1,1,3.0,1,Portugal,2.5,0.2,3,3.0
77,2021-06-15,21:00,UEFA Euro,Group stage,Tue,Neutral,L,0,1,France,61.0,13000.0,Manuel Neuer,3-4-3,Carlos del Cerro,Match Report,,10.0,1.0,0,0,1.0,0,Germany,0.9,0.3,3,1.0
183,2021-06-15,18:00,UEFA Euro,Group stage,Tue,Neutral,L,0,3,Portugal,31.0,55662.0,Ádám Szalai,3-5-2,Cüneyt Çakιr,Match Report,,5.0,3.0,0,0,4.0,0,Hungary,0.2,2.5,3,1.0
341,2021-06-16,21:00,UEFA Euro,Group stage,Wed,Neutral,W,3,0,Switzerland,49.0,12445.0,Giorgio Chiellini,4-3-3,Sergey Karasev,Match Report,,13.0,3.0,0,0,1.0,1,Italy,2.7,0.2,3,3.0
107,2021-06-16,21:00,UEFA Euro,Group stage,Wed,Neutral,L,0,3,Italy,51.0,12445.0,Granit Xhaka,3-4-1-2,Sergey Karasev,Match Report,,6.0,1.0,0,0,0.0,0,Switzerland,0.2,2.7,3,1.0
92,2021-06-17,21:00,UEFA Euro,Group stage,Thu,Neutral,W,2,0,Austria,47.0,15243.0,Georginio Wijnaldum,3-4-1-2,Orel Grinfeeld,Match Report,,13.0,2.0,1,1,1.0,1,Netherlands,3.1,0.7,3,3.0
123,2021-06-17,18:00,UEFA Euro,Group stage,Thu,Neutral,L,1,2,Belgium,47.0,23395.0,Simon Kjær,3-4-3,Björn Kuipers,Match Report,,21.0,5.0,0,0,2.0,0,Denmark,1.7,0.9,3,1.0
263,2021-06-17,21:00,UEFA Euro,Group stage,Thu,Neutral,L,0,2,Netherlands,53.0,15243.0,David Alaba,3-1-4-2,Orel Grinfeeld,Match Report,,9.0,1.0,0,0,1.0,0,Austria,0.7,3.1,3,1.0
307,2021-06-17,18:00,UEFA Euro,Group stage,Thu,Neutral,W,2,1,Denmark,53.0,23395.0,Jan Vertonghen,3-4-3,Björn Kuipers,Match Report,,6.0,4.0,0,0,4.0,0,Belgium,0.9,1.7,3,3.0
29,2021-06-17,16:00,UEFA Euro,Group stage,Thu,Neutral,W,2,1,N. Macedonia,52.0,10001.0,Andriy Yarmolenko,4-3-3,Fernando Rapallini,Match Report,,16.0,7.0,0,1,3.0,0,Ukraine,3.4,1.3,3,3.0
218,2021-06-18,14:00,UEFA Euro,Group stage,Fri,Neutral,W,1,0,Slovakia,42.0,11525.0,Sebastian Larsson,4-4-2,Daniel Siebert,Match Report,,12.0,3.0,1,1,0.0,1,Sweden,1.7,0.5,3,3.0
326,2021-06-18,20:00,UEFA Euro,Group stage,Fri,Neutral,D,0,0,England,40.0,20306.0,Andrew Robertson,3-4-1-2,Antonio Matéu Lahoz,Match Report,,11.0,1.0,0,0,1.0,1,Scotland,0.6,1.4,3,2.0
153,2021-06-18,17:00,UEFA Euro,Group stage,Fri,Neutral,D,1,1,Czechia,49.0,5607.0,Luka Modrić,4-2-3-1,Carlos del Cerro,Match Report,,11.0,2.0,0,0,0.0,0,Croatia,0.9,1.6,3,2.0
11,2021-06-18,20:00,UEFA Euro,Group stage,Fri,Neutral,D,0,0,Scotland,60.0,20306.0,Harry Kane,4-3-3,Antonio Matéu Lahoz,Match Report,,9.0,1.0,0,0,1.0,1,England,1.4,0.6,3,2.0
169,2021-06-18,14:00,UEFA Euro,Group stage,Fri,Neutral,L,0,1,Sweden,58.0,11525.0,Marek Hamšík,4-2-3-1,Daniel Siebert,Match Report,,10.0,0.0,0,0,3.0,0,Slovakia,0.5,1.7,3,1.0
279,2021-06-19,15:00,UEFA Euro,Group stage,Sat,Neutral,D,1,1,Hungary,66.0,55998.0,Hugo Lloris,4-3-3,Michael Oliver,Match Report,,15.0,4.0,0,0,2.0,0,France,2.0,0.4,3,2.0
78,2021-06-19,18:00,UEFA Euro,Group stage,Sat,Neutral,W,4,2,Portugal,57.0,12926.0,Manuel Neuer,3-4-3,Anthony Taylor,Match Report,,12.0,7.0,0,0,0.0,0,Germany,2.6,2.0,3,3.0
46,2021-06-19,18:00,UEFA Euro,Group stage,Sat,Neutral,L,2,4,Germany,43.0,12926.0,Cristiano Ronaldo,4-1-4-1,Anthony Taylor,Match Report,,7.0,2.0,0,0,5.0,0,Portugal,2.0,2.6,3,1.0
184,2021-06-19,15:00,UEFA Euro,Group stage,Sat,Neutral,D,1,1,France,34.0,55998.0,Ádám Szalai,3-5-2,Michael Oliver,Match Report,,5.0,3.0,0,0,3.0,0,Hungary,0.4,2.0,3,2.0
248,2021-06-19,21:00,UEFA Euro,Group stage,Sat,Neutral,D,1,1,Spain,24.0,11742.0,Robert Lewandowski,3-5-2,Daniele Orsato,Match Report,,5.0,2.0,0,0,4.0,0,Poland,1.3,2.9,3,2.0
199,2021-06-19,21:00,UEFA Euro,Group stage,Sat,Neutral,D,1,1,Poland,76.0,11742.0,Jordi Alba,4-3-3,Daniele Orsato,Match Report,,11.0,5.0,0,1,1.0,0,Spain,2.9,1.3,3,2.0
342,2021-06-20,18:00,UEFA Euro,Group stage,Sun,Neutral,W,1,0,Wales,69.0,11541.0,Leonardo Bonucci,4-3-3,Ovidiu Hațegan,Match Report,,23.0,6.0,0,0,1.0,1,Italy,2.0,0.4,3,3.0
108,2021-06-20,20:00,UEFA Euro,Group stage,Sun,Neutral,W,3,1,Türkiye,51.0,17138.0,Granit Xhaka,3-4-1-2,Slavko Vinčič,Match Report,,23.0,10.0,0,0,5.0,0,Switzerland,2.1,1.2,3,3.0
30,2021-06-21,19:00,UEFA Euro,Group stage,Mon,Neutral,L,0,1,Austria,50.0,10472.0,Andriy Yarmolenko,4-3-3,Cüneyt Çakιr,Match Report,,5.0,1.0,0,0,3.0,0,Ukraine,0.3,1.6,3,1.0
308,2021-06-21,22:00,UEFA Euro,Group stage,Mon,Neutral,W,2,0,Finland,61.0,18545.0,Eden Hazard,3-4-3,Felix Brych,Match Report,,17.0,7.0,0,0,1.0,1,Belgium,1.6,0.4,3,3.0
124,2021-06-21,21:00,UEFA Euro,Group stage,Mon,Neutral,W,4,1,Russia,64.0,23644.0,Simon Kjær,3-4-3,Clément Turpin,Match Report,,16.0,10.0,0,0,1.0,0,Denmark,2.1,1.1,3,3.0
93,2021-06-21,18:00,UEFA Euro,Group stage,Mon,Neutral,W,3,0,N. Macedonia,58.0,15227.0,Georginio Wijnaldum,3-4-1-2,István Kovács,Match Report,,17.0,6.0,0,0,1.0,1,Netherlands,3.1,1.1,3,3.0
264,2021-06-21,19:00,UEFA Euro,Group stage,Mon,Neutral,W,1,0,Ukraine,50.0,10472.0,David Alaba,4-2-3-1,Cüneyt Çakιr,Match Report,,18.0,4.0,0,0,1.0,1,Austria,1.6,0.3,3,3.0
154,2021-06-22,20:00,UEFA Euro,Group stage,Tue,Neutral,W,3,1,Scotland,66.0,9896.0,Luka Modrić,4-3-3,Fernando Rapallini,Match Report,,11.0,6.0,0,0,2.0,0,Croatia,1.0,1.4,3,3.0
327,2021-06-22,20:00,UEFA Euro,Group stage,Tue,Neutral,L,1,3,Croatia,34.0,9896.0,Andrew Robertson,3-5-2,Fernando Rapallini,Match Report,,11.0,3.0,0,0,3.0,0,Scotland,1.4,1.0,3,1.0
12,2021-06-22,20:00,UEFA Euro,Group stage,Tue,Neutral,W,1,0,Czechia,56.0,19104.0,Harry Kane,4-2-3-1,Artur Soares Dias,Match Report,,5.0,3.0,0,0,1.0,1,England,1.5,0.3,3,3.0
185,2021-06-23,21:00,UEFA Euro,Group stage,Wed,Neutral,D,2,2,Germany,25.0,12413.0,Ádám Szalai,5-3-2,Sergey Karasev,Match Report,,9.0,4.0,0,0,4.0,0,Hungary,0.8,2.2,3,2.0
47,2021-06-23,21:00,UEFA Euro,Group stage,Wed,Neutral,D,2,2,France,48.0,54886.0,Cristiano Ronaldo,4-1-4-1,Antonio Matéu Lahoz,Match Report,,8.0,3.0,2,2,3.0,0,Portugal,1.9,1.9,3,2.0
170,2021-06-23,18:00,UEFA Euro,Group stage,Wed,Neutral,L,0,5,Spain,35.0,11204.0,Marek Hamšík,4-2-3-1,Björn Kuipers,Match Report,,3.0,0.0,0,0,5.0,0,Slovakia,0.1,3.4,3,1.0
249,2021-06-23,17:00,UEFA Euro,Group stage,Wed,Neutral,L,2,3,Sweden,66.0,14252.0,Robert Lewandowski,3-4-1-2,Michael Oliver,Match Report,,18.0,6.0,0,0,1.0,0,Poland,1.9,1.1,3,1.0
79,2021-06-23,21:00,UEFA Euro,Group stage,Wed,Neutral,D,2,2,Hungary,75.0,12413.0,Manuel Neuer,3-4-3,Sergey Karasev,Match Report,,18.0,6.0,0,0,2.0,0,Germany,2.2,0.8,3,2.0
219,2021-06-23,17:00,UEFA Euro,Group stage,Wed,Neutral,W,3,2,Poland,34.0,14252.0,Sebastian Larsson,4-4-2,Michael Oliver,Match Report,,11.0,4.0,0,0,4.0,0,Sweden,1.1,1.9,3,3.0
280,2021-06-23,21:00,UEFA Euro,Group stage,Wed,Neutral,D,2,2,Portugal,52.0,54886.0,Hugo Lloris,4-2-3-1,Antonio Matéu Lahoz,Match Report,,10.0,4.0,1,1,3.0,0,France,1.9,1.9,3,2.0
200,2021-06-23,18:00,UEFA Euro,Group stage,Wed,Neutral,W,5,0,Slovakia,65.0,11204.0,Sergio Busquets,4-3-3,Björn Kuipers,Match Report,,18.0,8.0,0,1,0.0,1,Spain,3.4,0.1,3,3.0
125,2021-06-26,18:00,UEFA Euro,Round of 16,Sat,Neutral,W,4,0,Wales,53.0,14645.0,Simon Kjær,3-4-3,Daniel Siebert,Match Report,,16.0,8.0,0,0,1.0,1,Denmark,2.7,0.6,3,3.0
343,2021-06-26,20:00,UEFA Euro,Round of 16,Sat,Neutral,W,2,1,Austria,51.0,18910.0,Leonardo Bonucci,4-3-3,Anthony Taylor,Match Report,Required Extra Time,27.0,6.0,0,0,2.0,0,Italy,1.9,0.8,3,3.0
265,2021-06-26,20:00,UEFA Euro,Round of 16,Sat,Neutral,L,1,2,Italy,49.0,18910.0,David Alaba,4-2-3-1,Anthony Taylor,Match Report,Required Extra Time,16.0,3.0,0,0,4.0,0,Austria,0.8,1.9,3,1.0
309,2021-06-27,21:00,UEFA Euro,Round of 16,Sun,Neutral,W,1,0,Portugal,43.0,11504.0,Eden Hazard,3-4-3,Felix Brych,Match Report,,6.0,1.0,0,0,4.0,1,Belgium,0.2,1.4,3,3.0
94,2021-06-27,18:00,UEFA Euro,Round of 16,Sun,Neutral,L,0,2,Czechia,52.0,52834.0,Georginio Wijnaldum,3-4-1-2,Sergey Karasev,Match Report,,6.0,0.0,0,0,3.0,0,Netherlands,0.9,1.6,3,1.0
48,2021-06-27,21:00,UEFA Euro,Round of 16,Sun,Neutral,L,0,1,Belgium,57.0,11504.0,Cristiano Ronaldo,4-3-3,Felix Brych,Match Report,,23.0,4.0,0,0,0.0,0,Portugal,1.4,0.2,3,1.0
109,2021-06-28,22:00,UEFA Euro,Round of 16,Mon,Neutral,D,3 (5),3 (4),France,46.0,22642.0,Granit Xhaka,3-4-1-2,Fernando Rapallini,Match Report,Switzerland won on penalty kicks following extra time,11.0,4.0,0,1,5.0,0,Switzerland,1.9,3.4,3,2.0
201,2021-06-28,18:00,UEFA Euro,Round of 16,Mon,Neutral,W,5,3,Croatia,66.0,22771.0,Sergio Busquets,4-3-3,Cüneyt Çakιr,Match Report,Required Extra Time,23.0,10.0,0,0,4.0,0,Spain,3.6,3.2,3,3.0
155,2021-06-28,18:00,UEFA Euro,Round of 16,Mon,Neutral,L,3,5,Spain,34.0,22771.0,Luka Modrić,4-3-3,Cüneyt Çakιr,Match Report,Required Extra Time,12.0,6.0,0,0,5.0,0,Croatia,3.2,3.6,3,1.0
281,2021-06-28,22:00,UEFA Euro,Round of 16,Mon,Neutral,D,3 (4),3 (5),Switzerland,54.0,22642.0,Hugo Lloris,3-5-2,Fernando Rapallini,Match Report,Switzerland won on penalty kicks following extra time,26.0,8.0,0,0,1.0,0,France,3.4,1.9,3,2.0
31,2021-06-29,20:00,UEFA Euro,Round of 16,Tue,Neutral,W,2,1,Sweden,54.0,9221.0,Andriy Yarmolenko,3-5-2,Daniele Orsato,Match Report,Required Extra Time,15.0,4.0,0,0,2.0,0,Ukraine,1.8,1.2,3,3.0
220,2021-06-29,20:00,UEFA Euro,Round of 16,Tue,Neutral,L,1,2,Ukraine,46.0,9221.0,Sebastian Larsson,4-4-2,Daniele Orsato,Match Report,Required Extra Time,13.0,3.0,0,0,2.0,0,Sweden,1.2,1.8,3,1.0
80,2021-06-29,17:00,UEFA Euro,Round of 16,Tue,Neutral,L,0,2,England,54.0,41973.0,Manuel Neuer,3-4-3,Danny Makkelie,Match Report,,9.0,3.0,0,0,2.0,0,Germany,1.4,1.3,3,1.0
13,2021-06-29,17:00,UEFA Euro,Round of 16,Tue,Neutral,W,2,0,Germany,46.0,41973.0,Harry Kane,3-4-3,Danny Makkelie,Match Report,,5.0,4.0,0,0,3.0,1,England,1.3,1.4,3,3.0
202,2021-07-02,19:00,UEFA Euro,Quarter-finals,Fri,Away,D,1 (3),1 (1),Switzerland,72.0,24764.0,Sergio Busquets,4-3-3,Michael Oliver,Match Report,Spain won on penalty kicks following extra time,28.0,10.0,0,0,1.0,0,Spain,2.9,0.8,2,2.0
310,2021-07-02,21:00,UEFA Euro,Quarter-finals,Fri,Home,L,1,2,Italy,46.0,12984.0,Jan Vertonghen,3-4-3,Slavko Vinčič,Match Report,,9.0,2.0,1,1,1.0,0,Belgium,1.8,1.7,1,1.0
110,2021-07-02,19:00,UEFA Euro,Quarter-finals,Fri,Home,D,1 (1),1 (3),Spain,28.0,24764.0,Xherdan Shaqiri,4-2-3-1,Michael Oliver,Match Report,Spain won on penalty kicks following extra time,8.0,2.0,0,0,10.0,0,Switzerland,0.8,2.9,1,2.0
344,2021-07-02,21:00,UEFA Euro,Quarter-finals,Fri,Away,W,2,1,Belgium,54.0,12984.0,Giorgio Chiellini,4-3-3,Slavko Vinčič,Match Report,,14.0,3.0,0,0,2.0,0,Italy,1.7,1.8,2,3.0
32,2021-07-03,21:00,UEFA Euro,Quarter-finals,Sat,Home,L,0,4,England,48.0,11880.0,Andriy Yarmolenko,3-5-2,Felix Brych,Match Report,,7.0,2.0,0,0,2.0,0,Ukraine,0.3,2.0,1,1.0
126,2021-07-03,20:00,UEFA Euro,Quarter-finals,Sat,Away,W,2,1,Czechia,45.0,16306.0,Simon Kjær,3-4-3,Björn Kuipers,Match Report,,11.0,6.0,0,0,4.0,0,Denmark,1.5,1.6,2,3.0
14,2021-07-03,21:00,UEFA Euro,Quarter-finals,Sat,Away,W,4,0,Ukraine,52.0,11880.0,Harry Kane,4-2-3-1,Felix Brych,Match Report,,10.0,6.0,0,0,2.0,1,England,2.0,0.3,2,3.0
345,2021-07-06,20:00,UEFA Euro,Semi-finals,Tue,Home,D,1 (4),1 (2),Spain,31.0,57811.0,Giorgio Chiellini,4-3-3,Felix Brych,Match Report,Italy won on penalty kicks following extra time,7.0,4.0,0,0,3.0,0,Italy,0.8,1.5,1,2.0
203,2021-07-06,20:00,UEFA Euro,Semi-finals,Tue,Away,D,1 (2),1 (4),Italy,69.0,57811.0,Sergio Busquets,4-3-3,Felix Brych,Match Report,Italy won on penalty kicks following extra time,16.0,4.0,0,0,3.0,0,Spain,1.5,0.8,2,2.0
15,2021-07-07,20:00,UEFA Euro,Semi-finals,Wed,Home,W,2,1,Denmark,58.0,64950.0,Harry Kane,4-2-3-1,Danny Makkelie,Match Report,Required Extra Time,19.0,9.0,0,1,2.0,0,England,2.7,0.2,1,3.0
127,2021-07-07,20:00,UEFA Euro,Semi-finals,Wed,Away,L,1,2,England,42.0,64950.0,Simon Kjær,3-4-3,Danny Makkelie,Match Report,Required Extra Time,6.0,3.0,0,0,8.0,0,Denmark,0.2,2.7,2,1.0
16,2021-07-11,20:00,UEFA Euro,Final,Sun,Neutral,D,1 (2),1 (3),Italy,35.0,67173.0,Harry Kane,3-4-3,Björn Kuipers,Match Report,Italy won on penalty kicks following extra time,6.0,2.0,0,0,5.0,0,England,0.6,2.2,3,2.0
346,2021-07-11,20:00,UEFA Euro,Final,Sun,Neutral,D,1 (3),1 (2),England,65.0,67173.0,Giorgio Chiellini,4-3-3,Björn Kuipers,Match Report,Italy won on penalty kicks following extra time,19.0,6.0,0,0,1.0,0,Italy,2.2,0.6,3,2.0
72,2021-09-01,20:45,WCQ,First round,Wed,Home,W,2,0,Scotland,61.0,34562.0,Simon Kjær,4-3-3,Ovidiu Hațegan,Match Report,,11.0,5.0,0,0,2.0,1,Denmark,,,1,3.0
196,2021-09-01,20:45,WCQ,First round,Wed,Home,D,1,1,Bosnia & Herz'na,54.0,21754.0,Hugo Lloris,4-3-3,Sandro Schärer,Match Report,,9.0,2.0,0,0,1.0,0,France,,,1,2.0
3,2021-09-01,20:45,WCQ,First round,Wed,Away,D,1,1,Norway,65.0,6711.0,Virgil van Dijk,4-3-3,Szymon Marciniak,Match Report,,17.0,6.0,0,0,1.0,0,Netherlands,,,2,2.0
233,2021-09-01,20:45,WCQ,First round,Wed,Away,D,1,1,Norway,65.0,6711.0,Virgil van Dijk,4-3-3,Szymon Marciniak,Match Report,,17.0,6.0,0,0,1.0,0,Netherlands,,,2,2.0
55,2021-09-01,20:45,WCQ,First round,Wed,Home,D,1,1,Bosnia & Herz'na,54.0,21754.0,Hugo Lloris,4-3-3,Sandro Schärer,Match Report,,9.0,2.0,0,0,1.0,0,France,,,1,2.0
180,2021-09-01,19:45,WCQ,First round,Wed,Home,W,2,1,Rep. of Ireland,72.0,7831.0,Cristiano Ronaldo,4-3-3,Matej Jug,Match Report,,29.0,7.0,0,1,1.0,0,Portugal,,,1,3.0
213,2021-09-01,21:45,WCQ,First round,Wed,Away,D,0,0,Russia,60.0,18708.0,Ivan Perišić,4-2-3-1,Roi Reinshreiber,Match Report,,15.0,2.0,0,0,3.0,1,Croatia,,,2,2.0
267,2021-09-01,19:45,WCQ,First round,Wed,Home,W,2,1,Rep. of Ireland,72.0,7831.0,Cristiano Ronaldo,4-3-3,Matej Jug,Match Report,,29.0,7.0,0,1,1.0,0,Portugal,,,1,3.0
360,2021-09-01,20:45,WCQ,First round,Wed,Home,W,2,0,Scotland,61.0,34562.0,Simon Kjær,4-3-3,Ovidiu Hațegan,Match Report,,11.0,5.0,0,0,2.0,1,Denmark,,,1,3.0
117,2021-09-01,21:45,WCQ,First round,Wed,Away,D,0,0,Russia,60.0,18708.0,Ivan Perišić,4-2-3-1,Roi Reinshreiber,Match Report,,15.0,2.0,0,0,3.0,1,Croatia,,,2,2.0
101,2021-09-02,20:45,WCQ,First round,Thu,Away,W,2,0,Liechtenstein,85.0,7958.0,Joshua Kimmich,4-2-3-1,Fábio Veríssimo,Match Report,,30.0,7.0,0,0,0.0,1,Germany,,,2,3.0
